team------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
miller bradley--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bradley chubb---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
chubb broncos---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos going---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
going downhill--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
downhill super--------------------------------------------------- {'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994} positive
bowl winning----------------------------------------------------- {'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267} positive
winning season--------------------------------------------------- {'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267} positive
season miller---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
miller doubledigit----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
doubledigit sack------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sack season------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
year chubb------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
chubb coming----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
coming fantastic------------------------------------------------- {'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574} positive
fantastic rookie------------------------------------------------- {'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.5574} positive
season saw------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
saw rack--------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rack sacks------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sacks ensure----------------------------------------------------- {'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3818} positive
ensure broncos--------------------------------------------------- {'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3818} positive
broncos pass----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pass rush-------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rush remains----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
remains solid---------------------------------------------------- {'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.1531} positive
solid depending-------------------------------------------------- {'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.1531} positive
depending teammates---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
teammates support------------------------------------------------ {'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019} positive
support chance--------------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719} positive
chance best------------------------------------------------------ {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7351} positive
best league------------------------------------------------------ {'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369} positive
league right----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
right couple----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
couple options--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
options choose--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
choose sacks----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sacks season----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season currently------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
currently established-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
established options---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
options roster--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
roster derek----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
derek wolfe------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
wolfe adam------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
adam gotsis------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
gotsis started--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
started games---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
games respectively----------------------------------------------- {'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34} positive
respectively year------------------------------------------------ {'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.34} positive
year intriguing-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
intriguing players----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
players shelby--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
shelby harris---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
harris round----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pick sacks------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sacks demarcus--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
demarcus walker-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
walker second---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
second round----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pick jones------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jones rookie----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rookie ohio------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
ohio state------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
state broncos---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos took----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
took round------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
round broncos---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos need----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
need elite------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
elite interior--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
interior rusher-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rusher need------------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
need consistently------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
consistently win------------------------------------------------- {'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859} positive
win ones--------------------------------------------------------- {'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859} positive
ones pressure---------------------------------------------------- {'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296} negative
pressure chubb--------------------------------------------------- {'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296} negative
chubb miller----------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
miller broncos--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos defense-------------------------------------------------- {'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.128} positive
defense chance--------------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612} positive
chance special--------------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719} positive
special mentioned------------------------------------------------ {'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019} positive
mentioned joe flacco--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
joe flacco player------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
flacco player capable-------------------------------------------- {'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818} positive
player capable elevating----------------------------------------- {'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818} positive
capable elevating team------------------------------------------- {'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818} positive
elevating team point--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
team point career------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
point career end------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
career end day--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
end day dictates------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
day dictates good------------------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
dictates good offense-------------------------------------------- {'neg': 0.339, 'neu': 0.169, 'pos': 0.492, 'compound': 0.2263} positive
good offense talent---------------------------------------------- {'neg': 0.26, 'neu': 0.0, 'pos': 0.74, 'compound': 0.5719} positive
offense talent look---------------------------------------------- {'neg': 0.345, 'neu': 0.172, 'pos': 0.483, 'compound': 0.2023} positive
talent look broncos---------------------------------------------- {'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215} positive
look broncos offensive------------------------------------------- {'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.4588} negative
broncos offensive supporting------------------------------------- {'neg': 0.435, 'neu': 0.145, 'pos': 0.42, 'compound': -0.0258} neutral
offensive supporting cast---------------------------------------- {'neg': 0.435, 'neu': 0.145, 'pos': 0.42, 'compound': -0.0258} neutral
supporting cast year--------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
cast year supporting--------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
year supporting cast--------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
supporting cast unspectacular------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
cast unspectacular outside--------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
unspectacular outside couple------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
outside couple bright-------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
couple bright spots---------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
bright spots season---------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
spots season broncos--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season broncos lacking------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos lacking receiving---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
lacking receiving depth------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receiving depth receivers---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
depth receivers courtland---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receivers courtland sutton--------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
courtland sutton emmanuel---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sutton emmanuel sanders------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
emmanuel sanders proven------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sanders proven receivers----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
proven receivers like-------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
receivers like daesean------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
like daesean hamilton-------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
daesean hamilton tim--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
hamilton tim patrick--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
tim patrick showed----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
patrick showed promise------------------------------------------- {'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182} positive
showed promise prove--------------------------------------------- {'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182} positive
promise prove handle--------------------------------------------- {'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182} positive
prove handle burden---------------------------------------------- {'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404} negative
handle burden featured------------------------------------------- {'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404} negative
burden featured receiver----------------------------------------- {'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404} negative
featured receiver season----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
receiver season running------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season running broncos------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
running broncos different---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos different problem---------------------------------------- {'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019} negative
different problem feels------------------------------------------ {'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019} negative
problem feels like----------------------------------------------- {'neg': 0.435, 'neu': 0.161, 'pos': 0.403, 'compound': -0.0516} negative
feels like backs------------------------------------------------- {'neg': 0.255, 'neu': 0.213, 'pos': 0.532, 'compound': 0.3182} positive
like backs touches----------------------------------------------- {'neg': 0.255, 'neu': 0.213, 'pos': 0.532, 'compound': 0.3182} positive
backs touches rookie--------------------------------------------- {'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.0516} negative
touches rookie sensation----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rookie sensation phillip----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sensation phillip lindsay---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
phillip lindsay likely------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
lindsay likely lead---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
likely lead way-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
lead way guys---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
way guys like---------------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
guys like devontae----------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
like devontae booker--------------------------------------------- {'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612} positive
devontae booker theo--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
booker theo riddick---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
theo riddick round----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
riddick round pick----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
round pick royce------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pick royce freeman----------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
royce freeman need----------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
freeman need carries--------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
need carries tight----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
carries tight end------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
tight end likely------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
end likely xfactor----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
likely xfactor team---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
xfactor team pretty---------------------------------------------- {'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939} positive
team pretty position--------------------------------------------- {'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939} positive
pretty position time--------------------------------------------- {'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4939} positive
position time drafted-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
time drafted noah------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
drafted noah fant------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
noah fant round-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
fant round make-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
round make impact------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
make impact right------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
impact right away------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
right away elevate----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
away elevate supporting------------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
elevate supporting cast------------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
supporting cast supporting--------------------------------------- {'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.7003} positive
cast supporting cast--------------------------------------------- {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
supporting cast playing------------------------------------------ {'neg': 0.0, 'neu': 0.175, 'pos': 0.825, 'compound': 0.5719} positive
cast playing means----------------------------------------------- {'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023} positive
playing means flacco--------------------------------------------- {'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023} positive
means flacco playing--------------------------------------------- {'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023} positive
flacco playing broncos------------------------------------------- {'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023} positive
playing broncos interesting-------------------------------------- {'neg': 0.0, 'neu': 0.182, 'pos': 0.818, 'compound': 0.5423} positive
broncos interesting decision------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
interesting decision decided------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
decision decided trade------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
decided trade away----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
trade away case-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
away case keenum------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
case keenum bring------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
keenum bring joe------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bring joe flacco------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
joe flacco flacco------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
flacco flacco longterm------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
flacco longterm starter------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
longterm starter ravens------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
starter ravens replaced------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
ravens replaced lamar-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
replaced lamar jackson------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
lamar jackson midseason------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jackson midseason year------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
midseason year unfortunately------------------------------------- {'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34} negative
year unfortunately broncos--------------------------------------- {'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34} negative
unfortunately broncos hard--------------------------------------- {'neg': 0.792, 'neu': 0.208, 'pos': 0.0, 'compound': -0.4215} negative
broncos hard flacco---------------------------------------------- {'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027} negative
hard flacco providing-------------------------------------------- {'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027} negative
flacco providing major------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
providing major boost-------------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
major boost offense---------------------------------------------- {'neg': 0.351, 'neu': 0.175, 'pos': 0.474, 'compound': 0.1779} positive
boost offense years---------------------------------------------- {'neg': 0.351, 'neu': 0.175, 'pos': 0.474, 'compound': 0.1779} positive
offense years age------------------------------------------------ {'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25} negative
years age joe---------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
age joe flacco--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
joe flacco likely------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
flacco likely decline-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
likely decline stats--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
decline stats posted--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
stats posted passer---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
posted passer rating--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
passer rating thrown--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rating thrown yards---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
thrown yards attempt--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
yards attempt season--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
attempt season flacco-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season flacco lead----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
flacco lead solid------------------------------------------------ {'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.1531} positive
lead solid offense----------------------------------------------- {'neg': 0.435, 'neu': 0.217, 'pos': 0.348, 'compound': -0.1027} negative
solid offense surrounded----------------------------------------- {'neg': 0.435, 'neu': 0.217, 'pos': 0.348, 'compound': -0.1027} negative
offense surrounded right----------------------------------------- {'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25} negative
surrounded right pieces------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
right pieces said------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pieces said keenum----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
